Trial,Segment,StartTime,Duration,StartVerticalPosition,VerticalSize,PeakVerticalVelocity,PeakVerticalAcceleration,StartHorizontalPosition,HorizontalSize,StraightnessError,Slant,LoopSurface,RelativeInitialSlant,RelativeTimeToPeakVerticalVelocity,RelativePenDownDuration,RelativeDurationofPrimary,RelativeSizeofPrimary,FrequencyofSecondary,AbsoluteSize,AverageAbsoluteVelocity,Roadlength,AbsoluteyJerk,NormalizedyJerk,AverageNormalizedyJerkPerTrial,AbsoluteJerk,NormalizedJerk,AverageNormalizedJerkPerTrial,Score,NumberOfPeakAccelerationPoints,AveragePenPressure,TrialSeq,NumOfStrokes
1,15,11.1522,1.5576,14.0142,2.8959,3.5139,35.9286,29.9868,-2.6204,0.0123,2.2899,0.0004,-0.1359,0.4936,1,0,0,0,3.9055,2.5207,3.9263,722.8646,396.3082,569.4903,991.8133,543.7584,741.5356,3,22,4817.488746,1,15
2,1,0.26,0.9797,22.3261,-2.157,-3.95,-34.361,28.6603,0.1528,0.1424,-1.6908,0,-1.3149,0.6675,1,0,0,0,2.1624,3.4057,3.3364,496.3781,154.1823,229.2503,806.2809,250.4427,323.5611,3.5,12,2509.663265,2,14
2,2,1.2397,1.0093,20.1691,2.2547,4.6053,45.9358,28.8131,0.1398,0.1562,1.6297,0,-1.5093,0.5185,1,0,0,0,2.2591,3.7268,3.7613,500.0023,160.1578,229.2503,805.9313,258.1512,323.5611,3.5,11,3936.678218,2,14
2,3,2.2489,0.1627,22.4238,-0.0267,-0.6565,-29.0906,28.9529,-0.2917,0.0112,-3.0696,0,-0.0316,0.911,1,0,0,0,0.293,1.8142,0.2952,912.6152,23.5236,229.2503,1894.422,48.8307,323.5611,3.5,2,3905.727273,2,14
2,4,2.4116,0.1996,22.397,1.279,11.538,272.8996,28.6612,3.4684,0.0118,0.3366,0,0.1137,0.3204,0.075,0,0,0,3.6967,18.6301,3.7182,2102.0246,7.1546,229.2503,5092.0564,17.3317,323.5611,3.5,3,123.35,2,14
2,5,2.6112,0.2874,23.676,-1.4466,-7.4843,-156.0672,32.1296,-0.4703,0.0647,-1.834,0,-0.6471,0.4967,0,0,0,0,1.5211,5.8407,1.6785,1340.2486,27.5852,229.2503,2336.2905,48.0858,323.5611,3.5,6,0,2,14
2,6,2.8986,0.156,22.2294,0.1538,2.3711,51.0895,31.6593,0.1941,0.0148,0.6948,0,-0.027,0.3512,0,0,0,0,0.2476,1.6748,0.2613,738.9207,20.2944,229.2503,915.1877,25.1356,323.5611,3.5,2,0,2,14
2,7,3.0546,0.2256,22.3832,-0.5065,-4.6771,-68.1854,31.8534,-0.3542,0.075,-2.2133,0,0.8345,0.4789,0,0,0,0,0.618,3.0639,0.6911,947.2482,26.193,229.2503,1322.0746,36.5576,323.5611,3.5,3,0,2,14
2,8,3.2802,0.1275,21.8767,0.0518,1.6071,61.3923,31.4992,-0.0341,0.0336,2.0899,0,0.2852,0.825,0,0,0,0,0.0621,0.653,0.0832,1141.1769,75.4011,229.2503,1193.0428,78.828,323.5611,3.5,2,0,2,14
2,9,3.4077,0.8582,21.9286,-1.162,-7.3447,-165.5312,31.4651,-0.5166,0.0427,-1.961,0,-0.0441,0.1141,0.4128,0,0,0,1.2716,1.6317,1.4003,1148.4897,435.6739,229.2503,1589.8693,603.1091,323.5611,3.5,10,965.017442,2,14
2,10,4.2658,0.8407,20.7666,2.0501,8.1153,96.1219,30.9485,1.4507,0.0062,0.9661,0.0007,-0.1486,0.1432,0.9881,0,0,0,2.5115,3.0006,2.5227,1122.9934,204.9157,229.2503,1313.4215,239.6637,323.5611,3.5,13,4489.327381,2,14
2,11,5.1066,1.4886,22.8168,-2.1818,-10.3235,-133.5697,32.3991,-0.2058,0.1174,-2.1568,-0.0473,0.3182,0.072,0.4564,0,0,0,2.1915,2.5732,3.8306,2103.9439,1835.465,229.2503,2802.524,2444.901,323.5611,3.5,24,1609.120805,2,14
2,12,6.5952,0.464,20.635,0.007,0.1006,5.2985,32.1933,1.2379,0.0018,-0.0012,0,0.0232,0.9416,1,0,0,0,1.2379,2.6683,1.2381,76.0192,6.3685,229.2503,574.4646,48.1255,323.5611,3.5,7,4980.282609,2,14
2,13,7.0592,0.4719,20.642,-0.0105,-0.1188,-6.196,33.4312,0.1884,0.0039,-0.041,0,-0.0307,0.0663,1,0,0,0,0.1887,0.4154,0.196,139.7241,80.0918,229.2503,438.8369,251.5474,323.5611,3.5,6,4998,2,14
2,14,7.5311,0.8739,20.6315,2.1396,4.3841,34.6368,33.6196,-1.2751,0.0127,2.1289,0,-0.3703,0.4747,1,0,0,0,2.4907,2.8701,2.5082,752.3904,152.4973,229.2503,883.8676,179.1455,323.5611,3.5,14,4998,2,14
